"Reservoir","Site","DateTime","Depth_m","Temp_C","DO_mgL","DOSat","Cond_uScm","Sp_cond_uScm","PAR_umolm2s","ORP_mV","pH","Flag_DateTime","Flag_Temp","Flag_DO","Flag_DOSat","Flag_Cond","Flag_Sp_Cond","Flag_PAR","Flag_ORP","Flag_pH"
"FCR",50,2013-08-05 12:00:00,6.5,NA,4.63,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-05 12:00:00,7,NA,4.76,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-05 12:00:00,7.5,NA,4.79,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-05 12:00:00,8,NA,4.82,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-05 12:00:00,8.5,NA,4.82,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-05 12:00:00,9,NA,4.82,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-05 12:00:00,9.5,NA,4.83,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-08 12:00:00,0.5,NA,7.95,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-08 12:00:00,1,NA,7.87,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-08 12:00:00,1.5,NA,9.11,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-08 12:00:00,2,NA,10.63,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-08 12:00:00,2.5,NA,10.74,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-08 12:00:00,3,NA,10.5,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-08 12:00:00,3.5,NA,5.85,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-08 12:00:00,4,NA,3.52,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-08 12:00:00,4.5,NA,1.81,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-08 12:00:00,5,NA,1.05,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-08 12:00:00,5.5,NA,4.39,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-08 12:00:00,6,NA,4.98,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-08 12:00:00,6.5,NA,5.08,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-08 12:00:00,7,NA,5.09,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-08 12:00:00,7.5,NA,5.11,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-08 12:00:00,8,NA,5.1,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-08 12:00:00,8.5,NA,5.09,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-08 12:00:00,9,NA,5.08,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-08 12:00:00,9.5,NA,5.09,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-12 12:00:00,0.5,NA,7.41,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-12 12:00:00,1,NA,7.51,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-12 12:00:00,1.5,NA,7.94,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-12 12:00:00,2,NA,10.88,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-12 12:00:00,2.5,NA,11.24,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-12 12:00:00,3,NA,10.25,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-12 12:00:00,3.5,NA,4.87,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-12 12:00:00,4,NA,2.73,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-12 12:00:00,4.5,NA,2.06,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-12 12:00:00,5,NA,2.53,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-12 12:00:00,5.5,NA,5.23,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-12 12:00:00,6,NA,5.45,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-12 12:00:00,6.5,NA,5.31,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-12 12:00:00,7,NA,5.57,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-12 12:00:00,7.5,NA,5.58,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-12 12:00:00,8,NA,5.57,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-12 12:00:00,8.5,NA,5.57,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-12 12:00:00,9,NA,5.57,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-12 12:00:00,9.5,NA,5.6,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-15 12:00:00,0.5,NA,8.35,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-15 12:00:00,1,NA,8.37,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-15 12:00:00,1.5,NA,8.23,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-15 12:00:00,2,NA,8.18,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-15 12:00:00,2.5,NA,10.94,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-15 12:00:00,3,NA,11.22,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-15 12:00:00,3.5,NA,5.56,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-15 12:00:00,4,NA,4.25,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-15 12:00:00,4.5,NA,1.75,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-15 12:00:00,5,NA,3.03,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-15 12:00:00,5.5,NA,5.76,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-15 12:00:00,6,NA,5.87,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-15 12:00:00,6.5,NA,5.94,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-15 12:00:00,7,NA,5.96,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-15 12:00:00,7.5,NA,5.94,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-15 12:00:00,8,NA,5.94,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-15 12:00:00,8.5,NA,5.93,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-15 12:00:00,9,NA,5.89,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-08-15 12:00:00,9.5,NA,5.86,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-10-22 12:00:00,0.5,13.5,9.08,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,1,1,1
"FCR",50,2013-10-22 12:00:00,1,13.4,9.22,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,1,1,1
"FCR",50,2013-10-22 12:00:00,1.5,13.3,9.26,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,1,1,1
"FCR",50,2013-10-22 12:00:00,8,12.4,9.24,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,1,1,1
"FCR",50,2013-10-22 12:00:00,8.5,12.3,9.25,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,1,1,1
"FCR",50,2013-10-22 12:00:00,9,12.3,9.25,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,1,1,1
"FCR",50,2013-10-22 12:00:00,9.3,12.3,9.24,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,1,1,1
"FCR",50,2013-11-06 12:00:00,0.5,NA,8.23,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-11-06 12:00:00,1,NA,8.33,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-11-06 12:00:00,8,NA,8.5,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-11-06 12:00:00,8.5,NA,8.5,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-11-06 12:00:00,9,NA,8.37,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2013-11-06 12:00:00,9.3,NA,8.31,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2014-03-20 12:00:00,0.8,NA,NA,NA,NA,NA,NA,NA,7.9,1,1,1,1,1,1,1,1,0
"FCR",50,2014-03-20 12:00:00,1.6,NA,NA,NA,NA,NA,NA,NA,7.9,1,1,1,1,1,1,1,1,0
"FCR",50,2014-03-20 12:00:00,3.8,NA,NA,NA,NA,NA,NA,NA,7.8,1,1,1,1,1,1,1,1,0
"FCR",50,2014-03-20 12:00:00,6.2,NA,NA,NA,NA,NA,NA,NA,7.8,1,1,1,1,1,1,1,1,0
"FCR",50,2014-04-10 12:00:00,0.8,NA,NA,NA,NA,NA,NA,NA,7.7,1,1,1,1,1,1,1,1,0
"FCR",50,2014-04-10 12:00:00,1.6,NA,NA,NA,NA,NA,NA,NA,7.6,1,1,1,1,1,1,1,1,0
"FCR",50,2014-04-10 12:00:00,3.8,NA,NA,NA,NA,NA,NA,NA,7.6,1,1,1,1,1,1,1,1,0
"FCR",50,2014-04-10 12:00:00,6.2,NA,NA,NA,NA,NA,NA,NA,7.5,1,1,1,1,1,1,1,1,0
"FCR",50,2014-04-24 12:00:00,0.8,NA,NA,NA,NA,NA,NA,NA,6.8,1,1,1,1,1,1,1,1,0
"FCR",50,2014-04-24 12:00:00,1.6,NA,NA,NA,NA,NA,NA,NA,6.8,1,1,1,1,1,1,1,1,0
"FCR",50,2014-04-24 12:00:00,3.8,NA,NA,NA,NA,NA,NA,NA,6.7,1,1,1,1,1,1,1,1,0
"FCR",50,2014-04-24 12:00:00,6.2,NA,NA,NA,NA,NA,NA,NA,6.8,1,1,1,1,1,1,1,1,0
"FCR",50,2014-05-08 12:00:00,0.8,NA,NA,NA,NA,NA,NA,NA,7.2,1,1,1,1,1,1,1,1,0
"FCR",50,2014-05-08 12:00:00,1.6,NA,NA,NA,NA,NA,NA,NA,7.2,1,1,1,1,1,1,1,1,0
"FCR",50,2014-05-08 12:00:00,3.8,NA,NA,NA,NA,NA,NA,NA,7.3,1,1,1,1,1,1,1,1,0
"FCR",50,2014-05-08 12:00:00,6.2,NA,NA,NA,NA,NA,NA,NA,7.2,1,1,1,1,1,1,1,1,0
"FCR",50,2014-05-30 12:00:00,0.8,NA,NA,NA,NA,NA,NA,NA,7.4,1,1,1,1,1,1,1,1,0
"FCR",50,2014-05-30 12:00:00,1.6,NA,NA,NA,NA,NA,NA,NA,7.4,1,1,1,1,1,1,1,1,0
"FCR",50,2014-05-30 12:00:00,3.8,NA,NA,NA,NA,NA,NA,NA,7.4,1,1,1,1,1,1,1,1,0
"FCR",50,2014-05-30 12:00:00,6.2,NA,NA,NA,NA,NA,NA,NA,7.4,1,1,1,1,1,1,1,1,0
"FCR",50,2014-06-02 12:00:00,1,NA,NA,NA,NA,NA,NA,NA,7.84,1,1,1,1,1,1,1,1,0
"FCR",50,2014-06-02 12:00:00,4,NA,NA,NA,NA,NA,NA,NA,6.75,1,1,1,1,1,1,1,1,0
"FCR",50,2014-06-02 12:00:00,5,NA,NA,NA,NA,NA,NA,NA,6.47,1,1,1,1,1,1,1,1,0
"FCR",50,2014-06-02 12:00:00,8,NA,NA,NA,NA,NA,NA,NA,6.27,1,1,1,1,1,1,1,1,0
"FCR",50,2014-06-02 12:00:00,9,NA,NA,NA,NA,NA,NA,NA,6.23,1,1,1,1,1,1,1,1,0
"FCR",50,2014-06-09 12:00:00,1,23.2,NA,NA,NA,NA,NA,NA,7.49,1,0,1,1,1,1,1,1,0
"FCR",50,2014-06-09 12:00:00,4,15.9,NA,NA,NA,NA,NA,NA,6.68,1,0,1,1,1,1,1,1,0
"FCR",50,2014-06-09 12:00:00,5,12.5,NA,NA,NA,NA,NA,NA,6.56,1,0,1,1,1,1,1,1,0
"FCR",50,2014-06-09 12:00:00,8,9.9,NA,NA,NA,NA,NA,NA,6.47,1,0,1,1,1,1,1,1,0
"FCR",50,2014-06-09 12:00:00,9,9.8,NA,NA,NA,NA,NA,NA,6.38,1,0,1,1,1,1,1,1,0
"FCR",50,2014-06-19 12:00:00,0.8,NA,NA,NA,NA,NA,NA,NA,6.8,1,1,1,1,1,1,1,1,0
"FCR",50,2014-06-19 12:00:00,1.6,NA,NA,NA,NA,NA,NA,NA,6.8,1,1,1,1,1,1,1,1,0
"FCR",50,2014-06-19 12:00:00,3.8,NA,NA,NA,NA,NA,NA,NA,6.8,1,1,1,1,1,1,1,1,0
"FCR",50,2014-06-19 12:00:00,6.2,NA,NA,NA,NA,NA,NA,NA,6.8,1,1,1,1,1,1,1,1,0
"FCR",50,2014-07-01 12:00:00,9,NA,4.61,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1
"FCR",50,2014-07-03 12:00:00,0.8,NA,NA,NA,NA,NA,NA,NA,6.9,1,1,1,1,1,1,1,1,0
"FCR",50,2014-07-03 12:00:00,1.6,NA,NA,NA,NA,NA,NA,NA,6.8,1,1,1,1,1,1,1,1,0
"FCR",50,2014-07-03 12:00:00,3.8,NA,NA,NA,NA,NA,NA,NA,6.8,1,1,1,1,1,1,1,1,0
"FCR",50,2014-07-03 12:00:00,6.2,NA,NA,NA,NA,NA,NA,NA,6.8,1,1,1,1,1,1,1,1,0
"FCR",50,2014-07-17 12:00:00,0.8,NA,NA,NA,NA,NA,NA,NA,6.4,1,1,1,1,1,1,1,1,0
"FCR",50,2014-07-17 12:00:00,1.6,NA,NA,NA,NA,NA,NA,NA,6.4,1,1,1,1,1,1,1,1,0
"FCR",50,2014-07-17 12:00:00,3.8,NA,NA,NA,NA,NA,NA,NA,6.3,1,1,1,1,1,1,1,1,0
"FCR",50,2014-07-17 12:00:00,6.2,NA,NA,NA,NA,NA,NA,NA,6.2,1,1,1,1,1,1,1,1,0
"FCR",50,2014-07-24 12:00:00,0.8,NA,NA,NA,NA,NA,NA,NA,6.7,1,1,1,1,1,1,1,1,0
"FCR",50,2014-07-24 12:00:00,1.6,NA,NA,NA,NA,NA,NA,NA,6.5,1,1,1,1,1,1,1,1,0
"FCR",50,2014-07-24 12:00:00,3.8,NA,NA,NA,NA,NA,NA,NA,6.5,1,1,1,1,1,1,1,1,0
"FCR",50,2014-07-24 12:00:00,6.2,NA,NA,NA,NA,NA,NA,NA,6.5,1,1,1,1,1,1,1,1,0
"FCR",50,2014-07-30 12:00:00,0.8,NA,NA,NA,NA,NA,NA,NA,6.8,1,1,1,1,1,1,1,1,0
"FCR",50,2014-07-30 12:00:00,1.6,NA,NA,NA,NA,NA,NA,NA,6.7,1,1,1,1,1,1,1,1,0
"FCR",50,2014-07-30 12:00:00,3.8,NA,NA,NA,NA,NA,NA,NA,6.5,1,1,1,1,1,1,1,1,0
"FCR",50,2014-07-30 12:00:00,6.2,NA,NA,NA,NA,NA,NA,NA,6.6,1,1,1,1,1,1,1,1,0
"FCR",50,2014-08-07 12:00:00,0.8,NA,NA,NA,NA,NA,NA,NA,8,1,1,1,1,1,1,1,1,0
"FCR",50,2014-08-07 12:00:00,1.6,NA,NA,NA,NA,NA,NA,NA,7.6,1,1,1,1,1,1,1,1,0
"FCR",50,2014-08-07 12:00:00,3.8,NA,NA,NA,NA,NA,NA,NA,6.7,1,1,1,1,1,1,1,1,0
"FCR",50,2014-08-07 12:00:00,6.2,NA,NA,NA,NA,NA,NA,NA,6.7,1,1,1,1,1,1,1,1,0
"FCR",50,2014-08-14 12:00:00,0.8,NA,NA,NA,NA,NA,NA,NA,7.1,1,1,1,1,1,1,1,1,0
"FCR",50,2014-08-14 12:00:00,1.6,NA,NA,NA,NA,NA,NA,NA,6.6,1,1,1,1,1,1,1,1,0
"FCR",50,2014-08-14 12:00:00,3.8,NA,NA,NA,NA,NA,NA,NA,6.6,1,1,1,1,1,1,1,1,0
"FCR",50,2014-08-14 12:00:00,6.2,NA,NA,NA,NA,NA,NA,NA,6.6,1,1,1,1,1,1,1,1,0
"FCR",50,2014-08-21 12:00:00,0.8,NA,NA,NA,NA,NA,NA,NA,6.8,1,1,1,1,1,1,1,1,0
"FCR",50,2014-08-21 12:00:00,1.6,NA,NA,NA,NA,NA,NA,NA,6.7,1,1,1,1,1,1,1,1,0
"FCR",50,2014-08-21 12:00:00,3.8,NA,NA,NA,NA,NA,NA,NA,6.5,1,1,1,1,1,1,1,1,0
"FCR",50,2014-08-21 12:00:00,6.2,NA,NA,NA,NA,NA,NA,NA,6.9,1,1,1,1,1,1,1,1,0
"FCR",50,2014-08-28 12:00:00,0.8,NA,NA,NA,NA,NA,NA,NA,7.3,1,1,1,1,1,1,1,1,0
"FCR",50,2014-08-28 12:00:00,1.6,NA,NA,NA,NA,NA,NA,NA,6.9,1,1,1,1,1,1,1,1,0
"FCR",50,2014-08-28 12:00:00,3.8,NA,NA,NA,NA,NA,NA,NA,6.4,1,1,1,1,1,1,1,1,0
"FCR",50,2014-08-28 12:00:00,6.2,NA,NA,NA,NA,NA,NA,NA,6.5,1,1,1,1,1,1,1,1,0
"FCR",50,2014-09-04 12:00:00,0.8,NA,NA,NA,NA,NA,NA,NA,7.3,1,1,1,1,1,1,1,1,0
"FCR",50,2014-09-04 12:00:00,1.6,NA,NA,NA,NA,NA,NA,NA,6.6,1,1,1,1,1,1,1,1,0
"FCR",50,2014-09-04 12:00:00,3.8,NA,NA,NA,NA,NA,NA,NA,6.4,1,1,1,1,1,1,1,1,0
"FCR",50,2014-09-04 12:00:00,6.2,NA,NA,NA,NA,NA,NA,NA,6.5,1,1,1,1,1,1,1,1,0
"FCR",50,2014-09-11 12:00:00,0.8,NA,NA,NA,NA,NA,NA,NA,7,1,1,1,1,1,1,1,1,0
"FCR",50,2014-09-11 12:00:00,1.6,NA,NA,NA,NA,NA,NA,NA,6.4,1,1,1,1,1,1,1,1,0
"FCR",50,2014-09-11 12:00:00,3.8,NA,NA,NA,NA,NA,NA,NA,6.3,1,1,1,1,1,1,1,1,0
"FCR",50,2014-09-11 12:00:00,6.2,NA,NA,NA,NA,NA,NA,NA,6.5,1,1,1,1,1,1,1,1,0
"FCR",50,2014-10-04 12:00:00,-0.1,NA,NA,NA,NA,NA,1079,NA,NA,1,1,1,1,1,1,0,1,1
"FCR",50,2014-10-04 12:00:00,0.5,NA,NA,NA,NA,NA,253.2,NA,NA,1,1,1,1,1,1,0,1,1
"FCR",50,2014-10-04 12:00:00,1,NA,NA,NA,NA,NA,148.3,NA,NA,1,1,1,1,1,1,0,1,1
"FCR",50,2014-10-04 12:00:00,1.5,NA,NA,NA,NA,NA,97.33,NA,NA,1,1,1,1,1,1,0,1,1
"FCR",50,2014-10-04 12:00:00,2,NA,NA,NA,NA,NA,77,NA,NA,1,1,1,1,1,1,0,1,1
"FCR",50,2014-10-04 12:00:00,2.5,NA,NA,NA,NA,NA,56.5,NA,NA,1,1,1,1,1,1,0,1,1
"FCR",50,2014-10-04 12:00:00,3,NA,NA,NA,NA,NA,8.32,NA,NA,1,1,1,1,1,1,0,1,1
"FCR",50,2014-10-04 12:00:00,3.5,NA,NA,NA,NA,NA,5.07,NA,NA,1,1,1,1,1,1,0,1,1
"FCR",50,2014-10-04 12:00:00,4,NA,NA,NA,NA,NA,2.48,NA,NA,1,1,1,1,1,1,0,1,1
"FCR",50,2014-10-04 12:00:00,4.5,NA,NA,NA,NA,NA,1.34,NA,NA,1,1,1,1,1,1,0,1,1
"FCR",50,2014-10-04 12:00:00,5,NA,NA,NA,NA,NA,0.61,NA,NA,1,1,1,1,1,1,0,1,1
"FCR",50,2014-10-04 12:00:00,5.5,NA,NA,NA,NA,NA,0.29,NA,NA,1,1,1,1,1,1,0,1,1
"FCR",50,2014-10-04 12:00:00,6,NA,NA,NA,NA,NA,0.15,NA,NA,1,1,1,1,1,1,0,1,1
"FCR",50,2014-10-04 12:00:00,6.5,NA,NA,NA,NA,NA,0.08,NA,NA,1,1,1,1,1,1,0,1,1
"FCR",50,2014-10-04 12:00:00,7,NA,NA,NA,NA,NA,0.04,NA,NA,1,1,1,1,1,1,0,1,1
"FCR",50,2014-11-26 12:00:00,0.8,NA,NA,NA,NA,NA,NA,NA,8.2,1,1,1,1,1,1,1,1,0
"FCR",50,2014-11-26 12:00:00,1.6,NA,NA,NA,NA,NA,NA,NA,8.1,1,1,1,1,1,1,1,1,0
"FCR",50,2014-11-26 12:00:00,3.8,NA,NA,NA,NA,NA,NA,NA,8.1,1,1,1,1,1,1,1,1,0
"FCR",50,2014-11-26 12:00:00,6.2,NA,NA,NA,NA,NA,NA,NA,7.9,1,1,1,1,1,1,1,1,0
"FCR",50,2015-02-05 12:00:00,0.5,1.6,13.52,101.7,NA,NA,NA,NA,NA,1,0,0,0,1,1,1,1,1
"FCR",50,2015-02-05 12:00:00,1,1.6,13.49,101.5,NA,NA,NA,NA,7.89,1,0,0,0,1,1,1,1,0
"FCR",50,2015-02-05 12:00:00,1.5,1.6,13.46,101.3,NA,NA,NA,NA,NA,1,0,0,0,1,1,1,1,1
"FCR",50,2015-02-05 12:00:00,2,1.6,13.47,101.1,NA,NA,NA,NA,7.84,1,0,0,0,1,1,1,1,0
