"Date","median_AirTemp","median_ShortWave","FLOW","temp","srp","din","PHS_frp_inflow","DIN_inflow","kd","green","cyano","brown","chla"
2015-07-07,25.05,11.91,0.044,23.6139343603771,5.99845658842072,44.1367935712903,11.14014522,50.00488626,0.653259420830399,0.985110150030864,0.938789854010943,0.925361360536908,0.718530385280928
2015-07-08,23.245,32.815,0.0408,18.9469072096187,5.17954262628442,42.0331846767422,11.28260232,48.00203272,0.652696900765167,1.26594590152722,1.09630149970786,1.46725032988865,0.943146376861152
2015-07-09,26.37,51.845,0.0392,19.0388867934791,5.12249544459355,37.3789262902736,11.42505942,46.00098318,0.654916979124437,1.57360290037235,1.21087796482119,2.06312405552769,1.19706479226284
2015-07-10,24.235,72.375,0.0333,19.1620461916481,5.04119020643528,31.7882817284207,11.56751652,44.00433013,0.65824442303896,1.97758536666829,1.35131102543503,2.87698460444949,1.53674272215108
2015-07-11,23.05,73.71,0.0312,19.3002057855843,4.94378462006282,25.771065116981,11.70997362,42.00147659,0.662058484958224,2.42073816408082,1.50269479672338,3.70077110040538,1.89775354538078
2015-07-12,21.155,50.995,0.0286,19.4041539927165,4.83325035372737,19.5747881317774,11.85243072,40.00482354,0.666086386579659,2.87905821645081,1.65871629934707,4.35868826385768,2.24895188299119
2015-07-13,20.14,30.125,0.0733,19.5349936065239,4.73421521640607,14.6083325348849,12.00438496,38.00197,0.668939454115327,3.2444501718831,1.77729952638333,4.56830916003352,2.47450128455641
2015-07-14,21.79,59.425,0.07,19.6600621257045,4.6461442478473,10.7919975490299,11.42505942,43.00595597,0.670370650858869,3.48685858539717,1.8616735586195,4.42395266194119,2.53555978996673
2015-07-15,23.105,27.8,0.0578,19.7337480302901,4.5780402102074,8.45895621351212,10.85523102,48.00374145,0.670491772208193,3.59831233035735,1.88446878191659,4.03859197151391,2.50097817281479
2015-07-16,21.93,55.805,0.0474,19.8516978383615,4.52505052597722,7.06238648075525,10.28540262,53.00592342,0.670407454749873,3.7129962339486,1.91042994608569,3.5184303663001,2.43818131410736
2015-07-17,22.98,48.125,0.0428,19.9397057606961,4.47254024613277,6.29260945221328,9.71557422,58.0037089,0.671059418825746,3.92270648453412,1.972027991324,2.9160656782696,2.42153027552327
2015-07-18,23.89,54.68,0.0421,19.9937929908494,4.42116779632517,5.97079678763332,9.14574582,63.00589087,0.672854473549562,4.33736978576894,2.09561134227767,2.35243757029058,2.50514013151671
2015-07-19,25.825,57.665,0.0417,20.1483885072341,4.37504363365287,6.03407648006907,8.57591742,68.00367635,0.676075517406469,4.966850998973,2.27452230502653,1.86815314322921,2.68428634678826
2015-07-20,25.14,66.63,0.0384,20.262419196,4.32270946067132,6.24096340453745,7.99659188,73.00766232,0.681013569533661,5.84828757483745,2.50081012999093,1.48077992345007,2.99048057787673
2015-07-21,24.73,54.15,0.0334,20.2876209914351,4.26388834825101,6.59923220020193,8.28150608,78.2904798,0.68716119682279,6.91212940716746,2.75153983313471,1.16678653239053,3.38665548226976
2015-07-22,22.625,94.07,0.0287,20.4474988673469,4.19590623881413,6.97170417370429,8.57591742,83.57949777,0.694107681056602,8.0911361226986,3.00780941722799,0.91537479638619,3.8412847556199
2015-07-23,20.47,82.87,0.0256,20.5434658028523,4.10552583908172,7.30524991880801,8.86083162,88.86231525,0.702759406476374,9.49849421847312,3.33205646671145,0.710734096766294,4.40563178133322
2015-07-24,22.565,66.82,0.0244,20.6299092854437,3.99529998322638,7.56447423463681,9.14574582,94.15133322,0.711944654424077,10.933734860366,3.67983399476505,0.545321756642557,4.99271977018606
2015-07-25,22.65,61.83,0.0229,20.7453882354823,3.87126734087574,7.76421939964878,9.43066002,99.4341507,0.72061380794506,12.2648296186527,3.98226690179536,0.41347272262168,5.53801696615688
2015-07-26,24.08,68.56,0.0217,20.861497591352,3.7309397859371,7.94289685931916,9.71557422,104.72316867,0.72952736233084,13.5795733984587,4.3070788916411,0.309531444761704,6.08521059613604
2015-07-27,24.415,70.81,0.0206,20.851422697926,3.57413348576457,8.07625399792638,10.00048842,110.00598615,0.739266867576249,14.9586391522326,4.68617573094011,0.229791308837767,6.67152971664981
2015-07-28,23.035,24.52,0.026,20.8796343876465,3.40041029489488,8.22097724467791,10.21892264,111.649116,0.750439767875404,16.4052947421668,5.16312283037369,0.169602384817079,7.32970076231742
2015-07-29,23.675,56.25,0.026,20.9212559073836,3.23225938211343,8.34247227473746,10.42785972,113.29224585,0.759434270854216,17.5798542446862,5.59238780850582,0.10954692631456,7.82936773576554
2015-07-30,24.525,81.92,0.0247,21.0259160018656,3.02608626891423,8.29165062568991,10.64629394,114.9353757,0.769674912991871,18.4304914632228,6.22230759562727,0.0671448699246681,8.29066847488121
2015-07-31,22.505,26.84,0.0222,21.2203951870545,2.92264012525355,8.38397367282375,10.85523102,116.57850555,0.772925758599323,18.2313040439422,6.78228480913751,0.0688878958863881,8.28215586439575
2015-08-01,22.815,29.41,0.02,21.4029918389992,2.78610645425145,8.56543804787328,11.07366524,118.2216354,0.770877964652895,17.225652253992,7.4187878458661,0.0436002108869187,7.91905727844971
2015-08-02,19.035,126.31,0.018,21.5091341442611,2.75680883127646,9.48060981702742,11.28260232,119.86476525,0.759726765556572,14.1286361299526,7.94832053754274,0.0309701859043891,6.7773393517352
2015-08-03,21.88,125.175,0.0164,21.6360482561875,2.80730863941794,11.150322474224,11.50103654,121.5078951,0.749197060628547,11.3585997324339,8.47045023283725,0.0307861514268253,5.74787509256668
2015-08-04,24.92,108.22,0.0155,21.7008548253763,2.80324133802228,12.0806144685548,11.70997362,123.15102495,0.746806749674856,9.26923191948288,9.92795198388315,0.0310649956369332,5.11469223874804
2015-08-05,23.67,110.57,0.0146,21.7825839873028,2.80921318788532,12.4820720582261,11.92840784,124.7941548,0.748124610555912,7.76884193284477,11.4560546909201,0.0310119167628101,4.73816922769302
2015-08-06,22.235,83.49,0.0134,21.7781958497901,2.79567276357317,12.6380585230115,12.14684206,126.43728465,0.749599997819554,6.63837371680694,12.8461764274165,0.030400396660645,4.49380911852395
2015-08-07,19.765,37.805,0.0134,21.7183124286784,2.89424755320306,13.4509866443346,12.35577914,128.0804145,0.747827002480059,5.48063752403366,13.4999598933658,0.0311352096777823,4.16390127957735
2015-08-08,22.34,74.345,0.0129,21.6602700664134,2.89942406811746,14.2558470422449,12.57421336,129.72354435,0.749188403090121,4.66121620085,14.3407704832404,0.0312180360669147,3.96118101482727
2015-08-09,23.53,100.49,0.012,21.6635671831969,2.87167260068811,14.6749946881331,12.78315044,131.3666742,0.752678050007829,4.01338425960965,15.5043244497943,0.0313186000147748,3.90237358325115
2015-08-10,21.88,31.28,0.0147,21.5886690215863,2.88398286792949,15.2708893459083,13.00158466,133.00980405,0.760460550713623,3.46727243789678,17.5952105852722,0.0308221107026734,3.94284544126641
2015-08-11,22.69,103.96,0.0264,21.5250566594715,3.02358211582251,15.4918839690035,13.14404176,128.29572292,0.764629002227354,2.92970120303515,18.8834020861459,0.0324796714466827,3.94321339909313
2015-08-12,21.095,106.235,0.0231,21.5740008307604,3.51467036211271,15.2902053229044,13.28649886,123.58344579,0.768042348288851,2.55794271050101,20.032556549851,0.031791705107242,3.99179775869746
2015-08-13,19.835,95.545,0.0214,21.5891778911478,3.61275794752286,14.6950671143125,13.42895596,118.86496817,0.772103616989041,2.14719606852114,21.1655869434394,0.0314717373439631,3.97481872363465
2015-08-14,20.8,90.555,0.0202,21.6119912921153,3.62449190322537,13.8914382665179,13.57141306,114.15269104,0.778947154651159,1.69966721007732,22.7618101356638,0.0313058586574109,4.05846354982069
2015-08-15,22.145,61.395,0.0192,21.6259193076562,3.61432287543738,12.593097796958,13.71387016,109.44041391,0.794332400542541,1.39499481141593,25.9100159288637,0.0304904025496785,4.40754186706417
